adjusted_final_probs,adjusted_pred_final_label,base_final_probs,base_pred_final_label,claim_predicate_families,detector_notes,evidence_predicate_families,gold_final_label,id,predicate_conflict_pair,predicate_detector_mode,predicate_mismatch_flag,seed,selected_alpha,split,stage15_probe_type
"[0.057907315664191605, 0.49298308071530367, 0.4491096036205047]",NOT_ENTITLED,"[0.057907315664191605, 0.49298308071530367, 0.4491096036205047]",NOT_ENTITLED,['open'],no_known_conflict;overlap:0.900,['open'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__school_opening_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.057417946250696496, 0.612496161873386, 0.33008589187591747]",NOT_ENTITLED,"[0.057417946250696496, 0.612496161873386, 0.33008589187591747]",NOT_ENTITLED,['approve'],no_known_conflict;overlap:0.909,['approve'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_087_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.05725272031837345, 0.6064882306047571, 0.3362590490768695]",NOT_ENTITLED,"[0.05725272031837345, 0.6064882306047571, 0.3362590490768695]",NOT_ENTITLED,['publish'],no_known_conflict;overlap:0.909,['publish'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_048_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.057816008898255375, 0.6283783481074143, 0.3138056429943303]",NOT_ENTITLED,"[0.057816008898255375, 0.6283783481074143, 0.3138056429943303]",NOT_ENTITLED,['release'],no_known_conflict;overlap:0.909,['release'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__jazz_archive_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05981018165946498, 0.5895716211215949, 0.3506181972189401]",NOT_ENTITLED,"[0.05981018165946498, 0.5895716211215949, 0.3506181972189401]",NOT_ENTITLED,['open'],no_known_conflict;overlap:0.909,['open'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_064_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.062436338416885916, 0.5558371738156485, 0.3817264877674656]",NOT_ENTITLED,"[0.062436338416885916, 0.5558371738156485, 0.3817264877674656]",NOT_ENTITLED,['upgrade'],no_known_conflict;overlap:0.889,['upgrade'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__harbor_upgrade_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05953848285766906, 0.5547134483217246, 0.3857480688206063]",NOT_ENTITLED,"[0.05953848285766906, 0.5547134483217246, 0.3857480688206063]",NOT_ENTITLED,['launch'],no_known_conflict;overlap:0.909,['launch'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_116_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.05617173381338129, 0.5279486238810787, 0.41587964230554003]",NOT_ENTITLED,"[0.05617173381338129, 0.5279486238810787, 0.41587964230554003]",NOT_ENTITLED,"['direct', 'restore']",no_known_conflict;overlap:0.909,"['direct', 'restore']",NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_145_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.05602329879319317, 0.5477913469949846, 0.3961853542118224]",NOT_ENTITLED,"[0.05602329879319317, 0.5477913469949846, 0.3961853542118224]",NOT_ENTITLED,['restore'],no_known_conflict;overlap:0.917,['restore'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_131_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05339279817505578, 0.809079070602002, 0.1375281312229422]",NOT_ENTITLED,"[0.05339279817505578, 0.809079070602002, 0.1375281312229422]",NOT_ENTITLED,['restore'],no_known_conflict;overlap:0.875,['restore'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__wetland_restoration_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05854839219340987, 0.5541697626028741, 0.387281845203716]",NOT_ENTITLED,"[0.05854839219340987, 0.5541697626028741, 0.387281845203716]",NOT_ENTITLED,['open'],no_known_conflict;overlap:0.917,['open'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_113_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.06073538438708228, 0.4984146728920592, 0.44084994272085853]",NOT_ENTITLED,"[0.06073538438708228, 0.4984146728920592, 0.44084994272085853]",NOT_ENTITLED,['deliver'],no_known_conflict;overlap:0.889,['deliver'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__vaccine_delivery_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05909497431182249, 0.6122014284722677, 0.32870359721590975]",NOT_ENTITLED,"[0.05909497431182249, 0.6122014284722677, 0.32870359721590975]",NOT_ENTITLED,['launch'],no_known_conflict;overlap:0.909,['launch'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_081_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.06032121248710882, 0.5712826680032291, 0.3683961195096621]",NOT_ENTITLED,"[0.06032121248710882, 0.5712826680032291, 0.3683961195096621]",NOT_ENTITLED,['restore'],no_known_conflict;overlap:0.917,['restore'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_117_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05770308430996084, 0.5050399397589497, 0.4372569759310894]",NOT_ENTITLED,"[0.05770308430996084, 0.5050399397589497, 0.4372569759310894]",NOT_ENTITLED,"['direct', 'publish']",no_known_conflict;overlap:0.909,"['direct', 'publish']",NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_139_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.06306503111654169, 0.6095074008447233, 0.3274275680387349]",NOT_ENTITLED,"[0.06306503111654169, 0.6095074008447233, 0.3274275680387349]",NOT_ENTITLED,[],no_known_conflict;overlap:0.889,[],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__market_renovation_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.060367846936939036, 0.5232402851029706, 0.41639186796009037]",NOT_ENTITLED,"[0.060367846936939036, 0.5232402851029706, 0.41639186796009037]",NOT_ENTITLED,['approve'],no_known_conflict;overlap:0.909,['approve'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_052_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.043551734208761995, 0.8805767908916419, 0.07587147489959606]",NOT_ENTITLED,"[0.043551734208761995, 0.8805767908916419, 0.07587147489959606]",NOT_ENTITLED,[],no_known_conflict;overlap:0.900,[],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__solar_farm_contract_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.06299643007651162, 0.5074333630758323, 0.42957020684765607]",NOT_ENTITLED,"[0.06299643007651162, 0.5074333630758323, 0.42957020684765607]",NOT_ENTITLED,['open'],no_known_conflict;overlap:0.875,['open'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__volcano_observatory_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05593973939608914, 0.5543059496754406, 0.3897543109284703]",NOT_ENTITLED,"[0.05593973939608914, 0.5543059496754406, 0.3897543109284703]",NOT_ENTITLED,['deliver'],no_known_conflict;overlap:0.909,['deliver'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_035_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.057171969978509804, 0.5614953042878083, 0.381332725733682]",NOT_ENTITLED,"[0.057171969978509804, 0.5614953042878083, 0.381332725733682]",NOT_ENTITLED,"['approve', 'direct']",no_known_conflict;overlap:0.900,"['approve', 'direct']",NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_073_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.06188975378419507, 0.5151732633711776, 0.4229369828446273]",NOT_ENTITLED,"[0.06188975378419507, 0.5151732633711776, 0.4229369828446273]",NOT_ENTITLED,['open'],no_known_conflict;overlap:0.889,['open'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__canal_reopening_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.05546015657836611, 0.7321750618006597, 0.21236478162097408]",NOT_ENTITLED,"[0.05546015657836611, 0.7321750618006597, 0.21236478162097408]",NOT_ENTITLED,['launch'],no_known_conflict;overlap:0.917,['launch'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_102_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.058878929865989645, 0.5243729343352628, 0.41674813579874753]",NOT_ENTITLED,"[0.058878929865989645, 0.5243729343352628, 0.41674813579874753]",NOT_ENTITLED,['restore'],no_known_conflict;overlap:0.900,['restore'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_110_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.05572526925012394, 0.5075297295358076, 0.4367450012140685]",NOT_ENTITLED,"[0.05572526925012394, 0.5075297295358076, 0.4367450012140685]",NOT_ENTITLED,"['direct', 'restore']",no_known_conflict;overlap:0.909,"['direct', 'restore']",NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_103_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.0604261463753332, 0.5988381310349155, 0.34073572258975143]",NOT_ENTITLED,"[0.0604261463753332, 0.5988381310349155, 0.34073572258975143]",NOT_ENTITLED,['publish'],no_known_conflict;overlap:0.889,['publish'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_062_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_mismatch
"[0.057559404607214, 0.553860321648969, 0.38858027374381693]",NOT_ENTITLED,"[0.057559404607214, 0.553860321648969, 0.38858027374381693]",NOT_ENTITLED,['deliver'],no_known_conflict;overlap:0.909,['deliver'],NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_063_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.05668671196038889, 0.5315948561574828, 0.4117184318821283]",NOT_ENTITLED,"[0.05668671196038889, 0.5315948561574828, 0.4117184318821283]",NOT_ENTITLED,"['direct', 'restore']",no_known_conflict;overlap:0.900,"['direct', 'restore']",NOT_ENTITLED,stage15_temporal_mismatch__stage14_temporality_shift__generated_fact_061_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_mismatch
"[0.11239001481272226, 0.080888983574175, 0.8067210016131028]",SUPPORT,"[0.11239001481272226, 0.080888983574175, 0.8067210016131028]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_053_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.10086818784475327, 0.07244185358285904, 0.8266899585723876]",SUPPORT,"[0.10086818784475327, 0.07244185358285904, 0.8266899585723876]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__museum_purchase_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.11328250591764248, 0.08792361199571241, 0.7987938820866451]",SUPPORT,"[0.11328250591764248, 0.08792361199571241, 0.7987938820866451]",SUPPORT,"['direct', 'open']",no_known_conflict;overlap:1.000,"['direct', 'open']",SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_085_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.11572199487271902, 0.08835166079329937, 0.7959263443339817]",SUPPORT,"[0.11572199487271902, 0.08835166079329937, 0.7959263443339817]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_148_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.10550780515739466, 0.076321415034522, 0.8181707798080834]",SUPPORT,"[0.10550780515739466, 0.076321415034522, 0.8181707798080834]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_111_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.10893030966229042, 0.07977050364530451, 0.8112991866924051]",SUPPORT,"[0.10893030966229042, 0.07977050364530451, 0.8112991866924051]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_110_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.10849329649994578, 0.07088564705997355, 0.8206210564400805]",SUPPORT,"[0.10849329649994578, 0.07088564705997355, 0.8206210564400805]",SUPPORT,['deliver'],no_known_conflict;overlap:1.000,['deliver'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__vaccine_delivery_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.10787679174634225, 0.08650230551881857, 0.8056209027348392]",SUPPORT,"[0.10787679174634225, 0.08650230551881857, 0.8056209027348392]",SUPPORT,"['approve', 'direct']",no_known_conflict;overlap:1.000,"['approve', 'direct']",SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_073_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.12331207647824628, 0.09758139092839023, 0.7791065325933635]",SUPPORT,"[0.12331207647824628, 0.09758139092839023, 0.7791065325933635]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_064_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.10543784851439861, 0.07988470495176671, 0.8146774465338348]",SUPPORT,"[0.10543784851439861, 0.07988470495176671, 0.8146774465338348]",SUPPORT,"['direct', 'open']",no_known_conflict;overlap:1.000,"['direct', 'open']",SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_043_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.12739619802528915, 0.09666146482022799, 0.7759423371544828]",SUPPORT,"[0.12739619802528915, 0.09666146482022799, 0.7759423371544828]",SUPPORT,[],no_known_conflict;overlap:1.000,[],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__market_renovation_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.1113899929614366, 0.08000166594979667, 0.8086083410887667]",SUPPORT,"[0.1113899929614366, 0.08000166594979667, 0.8086083410887667]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_033_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.11037841439247131, 0.08498272299766539, 0.8046388626098632]",SUPPORT,"[0.11037841439247131, 0.08498272299766539, 0.8046388626098632]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_065_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.11044927851035116, 0.0855760810610068, 0.8039746404286421]",SUPPORT,"[0.11044927851035116, 0.0855760810610068, 0.8039746404286421]",SUPPORT,"['direct', 'open']",no_known_conflict;overlap:1.000,"['direct', 'open']",SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_127_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.11951590863686387, 0.09845329516172238, 0.7820307962014137]",SUPPORT,"[0.11951590863686387, 0.09845329516172238, 0.7820307962014137]",SUPPORT,['launch'],no_known_conflict;overlap:1.000,['launch'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_130_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.11702325195074081, 0.0816350355744362, 0.801341712474823]",SUPPORT,"[0.11702325195074081, 0.0816350355744362, 0.801341712474823]",SUPPORT,['restore'],no_known_conflict;overlap:1.000,['restore'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_117_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.10243946829946039, 0.0782609117419814, 0.8192996199585583]",SUPPORT,"[0.10243946829946039, 0.0782609117419814, 0.8192996199585583]",SUPPORT,['deliver'],no_known_conflict;overlap:1.000,['deliver'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_035_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
"[0.10893882471840176, 0.07380844927610643, 0.8172527260054918]",SUPPORT,"[0.10893882471840176, 0.07380844927610643, 0.8172527260054918]",SUPPORT,['open'],no_known_conflict;overlap:1.000,['open'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__canal_reopening_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.13441918590040228, 0.12531682662193738, 0.7402639874776603]",SUPPORT,"[0.13441918590040228, 0.12531682662193738, 0.7402639874776603]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_066_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.10635443063683898, 0.08187315809087138, 0.8117724112722896]",SUPPORT,"[0.10635443063683898, 0.08187315809087138, 0.8117724112722896]",SUPPORT,"['direct', 'select']",no_known_conflict;overlap:1.000,"['direct', 'select']",SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_079_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.13903708963151412, 0.12567326613773802, 0.7352896442307478]",SUPPORT,"[0.13903708963151412, 0.12567326613773802, 0.7352896442307478]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_090_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.11163109125081111, 0.09126475858447108, 0.7971041501647177]",SUPPORT,"[0.11163109125081111, 0.09126475858447108, 0.7971041501647177]",SUPPORT,['select'],no_known_conflict;overlap:1.000,['select'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_107_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.1193833202123642, 0.08544690907001494, 0.7951697707176208]",SUPPORT,"[0.1193833202123642, 0.08544690907001494, 0.7951697707176208]",SUPPORT,['upgrade'],no_known_conflict;overlap:1.000,['upgrade'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__harbor_upgrade_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.09779112713194545, 0.06490047227665428, 0.8373084005914002]",SUPPORT,"[0.09779112713194545, 0.06490047227665428, 0.8373084005914002]",SUPPORT,['publish'],no_known_conflict;overlap:1.000,['publish'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_104_none__probe,,lexical_predicate,0,1,1.25,calibration,temporal_erased
"[0.09289630449535731, 0.06300607793078407, 0.8440976175738587]",SUPPORT,"[0.09289630449535731, 0.06300607793078407, 0.8440976175738587]",SUPPORT,['approve'],no_known_conflict;overlap:1.000,['approve'],SUPPORT,stage15_temporal_erased__stage14_temporality_shift__generated_fact_080_none__probe,,lexical_predicate,0,1,1.25,heldout,temporal_erased
